Length,GeneticVariance,SelectionIntensity,SelectionAccuracy,ResponsetoSelection
6,0.6,0.9,0.9,0.081
6,0.6,0.9,1,0.09
6,0.6,1,0,0
6,0.6,1,0.1,0.01
6,0.6,1,0.2,0.02
6,0.6,1,0.3,0.03
6,0.6,1,0.4,0.04
6,0.6,1,0.5,0.05
6,0.6,1,0.6,0.06
6,0.6,1,0.7,0.07
6,0.6,1,0.8,0.08
6,0.6,1,0.9,0.09
6,0.6,1,1,0.1
6,0.7,0,0,0
6,0.7,0,0.1,0
6,0.7,0,0.2,0
6,0.7,0,0.3,0
6,0.7,0,0.4,0
6,0.7,0,0.5,0
6,0.7,0,0.6,0
6,0.7,0,0.7,0
6,0.7,0,0.8,0
6,0.7,0,0.9,0
6,0.7,0,1,0
6,0.7,0.1,0,0
6,0.7,0.1,0.1,0.001166667
6,0.7,0.1,0.2,0.002333333
6,0.7,0.1,0.3,0.0035
6,0.7,0.1,0.4,0.004666667
6,0.7,0.1,0.5,0.005833333
6,0.7,0.1,0.6,0.007
6,0.7,0.1,0.7,0.008166667
6,0.7,0.1,0.8,0.009333333
6,0.7,0.1,0.9,0.0105
6,0.7,0.1,1,0.011666667
6,0.7,0.2,0,0
6,0.7,0.2,0.1,0.002333333
6,0.7,0.2,0.2,0.004666667
6,0.7,0.2,0.3,0.007
6,0.7,0.2,0.4,0.009333333
6,0.7,0.2,0.5,0.011666667
6,0.7,0.2,0.6,0.014
6,0.7,0.2,0.7,0.016333333
6,0.7,0.2,0.8,0.018666667
6,0.7,0.2,0.9,0.021
6,0.7,0.2,1,0.023333333
6,0.7,0.3,0,0
6,0.7,0.3,0.1,0.0035
6,0.7,0.3,0.2,0.007
6,0.7,0.3,0.3,0.0105
6,0.7,0.3,0.4,0.014
6,0.7,0.3,0.5,0.0175
6,0.7,0.3,0.6,0.021
6,0.7,0.3,0.7,0.0245
6,0.7,0.3,0.8,0.028
6,0.7,0.3,0.9,0.0315
6,0.7,0.3,1,0.035
6,0.7,0.4,0,0
6,0.7,0.4,0.1,0.004666667
6,0.7,0.4,0.2,0.009333333
6,0.7,0.4,0.3,0.014
6,0.7,0.4,0.4,0.018666667
6,0.7,0.4,0.5,0.023333333
6,0.7,0.4,0.6,0.028
6,0.7,0.4,0.7,0.032666667
6,0.7,0.4,0.8,0.037333333
6,0.7,0.4,0.9,0.042
6,0.7,0.4,1,0.046666667
6,0.7,0.5,0,0
6,0.7,0.5,0.1,0.005833333
6,0.7,0.5,0.2,0.011666667
6,0.7,0.5,0.3,0.0175
6,0.7,0.5,0.4,0.023333333
6,0.7,0.5,0.5,0.029166667
6,0.7,0.5,0.6,0.035
6,0.7,0.5,0.7,0.040833333
6,0.7,0.5,0.8,0.046666667
6,0.7,0.5,0.9,0.0525
6,0.7,0.5,1,0.058333333
6,0.7,0.6,0,0
6,0.7,0.6,0.1,0.007
6,0.7,0.6,0.2,0.014
6,0.7,0.6,0.3,0.021
6,0.7,0.6,0.4,0.028
6,0.7,0.6,0.5,0.035
6,0.7,0.6,0.6,0.042
6,0.7,0.6,0.7,0.049
6,0.7,0.6,0.8,0.056
6,0.7,0.6,0.9,0.063
6,0.7,0.6,1,0.07
6,0.7,0.7,0,0
6,0.7,0.7,0.1,0.008166667
6,0.7,0.7,0.2,0.016333333
6,0.7,0.7,0.3,0.0245
6,0.7,0.7,0.4,0.032666667
6,0.7,0.7,0.5,0.040833333
6,0.7,0.7,0.6,0.049
6,0.7,0.7,0.7,0.057166667
6,0.7,0.7,0.8,0.065333333
6,0.7,0.7,0.9,0.0735
6,0.7,0.7,1,0.081666667
6,0.7,0.8,0,0
6,0.7,0.8,0.1,0.009333333
6,0.7,0.8,0.2,0.018666667
6,0.7,0.8,0.3,0.028
6,0.7,0.8,0.4,0.037333333
6,0.7,0.8,0.5,0.046666667
6,0.7,0.8,0.6,0.056
6,0.7,0.8,0.7,0.065333333
6,0.7,0.8,0.8,0.074666667
6,0.7,0.8,0.9,0.084
6,0.7,0.8,1,0.093333333
6,0.7,0.9,0,0
6,0.7,0.9,0.1,0.0105
6,0.7,0.9,0.2,0.021
6,0.7,0.9,0.3,0.0315
6,0.7,0.9,0.4,0.042
6,0.7,0.9,0.5,0.0525
6,0.7,0.9,0.6,0.063
6,0.7,0.9,0.7,0.0735
6,0.7,0.9,0.8,0.084
6,0.7,0.9,0.9,0.0945
6,0.7,0.9,1,0.105
6,0.7,1,0,0
6,0.7,1,0.1,0.011666667
6,0.7,1,0.2,0.023333333
6,0.7,1,0.3,0.035
6,0.7,1,0.4,0.046666667
6,0.7,1,0.5,0.058333333
6,0.7,1,0.6,0.07
6,0.7,1,0.7,0.081666667
6,0.7,1,0.8,0.093333333
6,0.7,1,0.9,0.105
6,0.7,1,1,0.116666667
6,0.8,0,0,0
6,0.8,0,0.1,0
6,0.8,0,0.2,0
6,0.8,0,0.3,0
6,0.8,0,0.4,0
6,0.8,0,0.5,0
6,0.8,0,0.6,0
6,0.8,0,0.7,0
6,0.8,0,0.8,0
6,0.8,0,0.9,0
6,0.8,0,1,0
6,0.8,0.1,0,0
6,0.8,0.1,0.1,0.001333333
6,0.8,0.1,0.2,0.002666667
6,0.8,0.1,0.3,0.004
6,0.8,0.1,0.4,0.005333333
6,0.8,0.1,0.5,0.006666667
6,0.8,0.1,0.6,0.008
6,0.8,0.1,0.7,0.009333333
6,0.8,0.1,0.8,0.010666667
6,0.8,0.1,0.9,0.012
6,0.8,0.1,1,0.013333333
6,0.8,0.2,0,0
6,0.8,0.2,0.1,0.002666667
6,0.8,0.2,0.2,0.005333333
6,0.8,0.2,0.3,0.008
6,0.8,0.2,0.4,0.010666667
6,0.8,0.2,0.5,0.013333333
6,0.8,0.2,0.6,0.016
6,0.8,0.2,0.7,0.018666667
6,0.8,0.2,0.8,0.021333333
6,0.8,0.2,0.9,0.024
6,0.8,0.2,1,0.026666667
6,0.8,0.3,0,0
6,0.8,0.3,0.1,0.004
6,0.8,0.3,0.2,0.008
6,0.8,0.3,0.3,0.012
6,0.8,0.3,0.4,0.016
6,0.8,0.3,0.5,0.02
6,0.8,0.3,0.6,0.024
6,0.8,0.3,0.7,0.028
6,0.8,0.3,0.8,0.032
6,0.8,0.3,0.9,0.036
6,0.8,0.3,1,0.04
6,0.8,0.4,0,0
6,0.8,0.4,0.1,0.005333333
6,0.8,0.4,0.2,0.010666667
6,0.8,0.4,0.3,0.016
6,0.8,0.4,0.4,0.021333333
6,0.8,0.4,0.5,0.026666667
6,0.8,0.4,0.6,0.032
6,0.8,0.4,0.7,0.037333333
6,0.8,0.4,0.8,0.042666667
6,0.8,0.4,0.9,0.048
6,0.8,0.4,1,0.053333333
6,0.8,0.5,0,0
6,0.8,0.5,0.1,0.006666667
6,0.8,0.5,0.2,0.013333333
6,0.8,0.5,0.3,0.02
6,0.8,0.5,0.4,0.026666667
6,0.8,0.5,0.5,0.033333333
6,0.8,0.5,0.6,0.04
6,0.8,0.5,0.7,0.046666667
6,0.8,0.5,0.8,0.053333333
6,0.8,0.5,0.9,0.06
6,0.8,0.5,1,0.066666667
6,0.8,0.6,0,0
6,0.8,0.6,0.1,0.008
6,0.8,0.6,0.2,0.016
6,0.8,0.6,0.3,0.024
6,0.8,0.6,0.4,0.032
6,0.8,0.6,0.5,0.04
6,0.8,0.6,0.6,0.048
6,0.8,0.6,0.7,0.056
6,0.8,0.6,0.8,0.064
6,0.8,0.6,0.9,0.072
6,0.8,0.6,1,0.08
6,0.8,0.7,0,0
6,0.8,0.7,0.1,0.009333333
6,0.8,0.7,0.2,0.018666667
6,0.8,0.7,0.3,0.028
6,0.8,0.7,0.4,0.037333333
6,0.8,0.7,0.5,0.046666667
6,0.8,0.7,0.6,0.056
6,0.8,0.7,0.7,0.065333333
6,0.8,0.7,0.8,0.074666667
6,0.8,0.7,0.9,0.084
6,0.8,0.7,1,0.093333333
6,0.8,0.8,0,0
6,0.8,0.8,0.1,0.010666667
6,0.8,0.8,0.2,0.021333333
6,0.8,0.8,0.3,0.032
6,0.8,0.8,0.4,0.042666667
6,0.8,0.8,0.5,0.053333333
6,0.8,0.8,0.6,0.064
6,0.8,0.8,0.7,0.074666667
6,0.8,0.8,0.8,0.085333333
6,0.8,0.8,0.9,0.096
6,0.8,0.8,1,0.106666667
6,0.8,0.9,0,0
6,0.8,0.9,0.1,0.012
6,0.8,0.9,0.2,0.024
6,0.8,0.9,0.3,0.036
6,0.8,0.9,0.4,0.048
6,0.8,0.9,0.5,0.06
6,0.8,0.9,0.6,0.072
6,0.8,0.9,0.7,0.084
6,0.8,0.9,0.8,0.096
6,0.8,0.9,0.9,0.108
6,0.8,0.9,1,0.12
6,0.8,1,0,0
6,0.8,1,0.1,0.013333333
6,0.8,1,0.2,0.026666667
6,0.8,1,0.3,0.04
6,0.8,1,0.4,0.053333333
6,0.8,1,0.5,0.066666667
6,0.8,1,0.6,0.08
6,0.8,1,0.7,0.093333333
6,0.8,1,0.8,0.106666667
6,0.8,1,0.9,0.12
6,0.8,1,1,0.133333333
6,0.9,0,0,0
6,0.9,0,0.1,0
6,0.9,0,0.2,0
6,0.9,0,0.3,0
6,0.9,0,0.4,0
6,0.9,0,0.5,0
6,0.9,0,0.6,0
6,0.9,0,0.7,0
6,0.9,0,0.8,0
6,0.9,0,0.9,0
6,0.9,0,1,0
6,0.9,0.1,0,0
6,0.9,0.1,0.1,0.0015
6,0.9,0.1,0.2,0.003
6,0.9,0.1,0.3,0.0045
6,0.9,0.1,0.4,0.006
6,0.9,0.1,0.5,0.0075
6,0.9,0.1,0.6,0.009
6,0.9,0.1,0.7,0.0105
6,0.9,0.1,0.8,0.012
6,0.9,0.1,0.9,0.0135
6,0.9,0.1,1,0.015
6,0.9,0.2,0,0
6,0.9,0.2,0.1,0.003
6,0.9,0.2,0.2,0.006
6,0.9,0.2,0.3,0.009
6,0.9,0.2,0.4,0.012
6,0.9,0.2,0.5,0.015
6,0.9,0.2,0.6,0.018
6,0.9,0.2,0.7,0.021
6,0.9,0.2,0.8,0.024
6,0.9,0.2,0.9,0.027
6,0.9,0.2,1,0.03
6,0.9,0.3,0,0
6,0.9,0.3,0.1,0.0045
6,0.9,0.3,0.2,0.009
6,0.9,0.3,0.3,0.0135
6,0.9,0.3,0.4,0.018
6,0.9,0.3,0.5,0.0225
6,0.9,0.3,0.6,0.027
6,0.9,0.3,0.7,0.0315
6,0.9,0.3,0.8,0.036
6,0.9,0.3,0.9,0.0405
6,0.9,0.3,1,0.045
6,0.9,0.4,0,0
6,0.9,0.4,0.1,0.006
6,0.9,0.4,0.2,0.012
6,0.9,0.4,0.3,0.018
6,0.9,0.4,0.4,0.024
6,0.9,0.4,0.5,0.03
6,0.9,0.4,0.6,0.036
6,0.9,0.4,0.7,0.042
6,0.9,0.4,0.8,0.048
6,0.9,0.4,0.9,0.054
6,0.9,0.4,1,0.06
6,0.9,0.5,0,0
6,0.9,0.5,0.1,0.0075
6,0.9,0.5,0.2,0.015
6,0.9,0.5,0.3,0.0225
6,0.9,0.5,0.4,0.03
6,0.9,0.5,0.5,0.0375
6,0.9,0.5,0.6,0.045
6,0.9,0.5,0.7,0.0525
6,0.9,0.5,0.8,0.06
6,0.9,0.5,0.9,0.0675
6,0.9,0.5,1,0.075
6,0.9,0.6,0,0
6,0.9,0.6,0.1,0.009
6,0.9,0.6,0.2,0.018
6,0.9,0.6,0.3,0.027
6,0.9,0.6,0.4,0.036
6,0.9,0.6,0.5,0.045
6,0.9,0.6,0.6,0.054
6,0.9,0.6,0.7,0.063
6,0.9,0.6,0.8,0.072
6,0.9,0.6,0.9,0.081
6,0.9,0.6,1,0.09
6,0.9,0.7,0,0
6,0.9,0.7,0.1,0.0105
6,0.9,0.7,0.2,0.021
6,0.9,0.7,0.3,0.0315
6,0.9,0.7,0.4,0.042
6,0.9,0.7,0.5,0.0525
6,0.9,0.7,0.6,0.063
6,0.9,0.7,0.7,0.0735
6,0.9,0.7,0.8,0.084
6,0.9,0.7,0.9,0.0945
6,0.9,0.7,1,0.105
6,0.9,0.8,0,0
6,0.9,0.8,0.1,0.012
6,0.9,0.8,0.2,0.024
6,0.9,0.8,0.3,0.036
6,0.9,0.8,0.4,0.048
6,0.9,0.8,0.5,0.06
6,0.9,0.8,0.6,0.072
6,0.9,0.8,0.7,0.084
6,0.9,0.8,0.8,0.096
6,0.9,0.8,0.9,0.108
6,0.9,0.8,1,0.12
6,0.9,0.9,0,0
6,0.9,0.9,0.1,0.0135
6,0.9,0.9,0.2,0.027
6,0.9,0.9,0.3,0.0405
6,0.9,0.9,0.4,0.054
6,0.9,0.9,0.5,0.0675
6,0.9,0.9,0.6,0.081
6,0.9,0.9,0.7,0.0945
6,0.9,0.9,0.8,0.108
6,0.9,0.9,0.9,0.1215
6,0.9,0.9,1,0.135
6,0.9,1,0,0
6,0.9,1,0.1,0.015
6,0.9,1,0.2,0.03
6,0.9,1,0.3,0.045
6,0.9,1,0.4,0.06
6,0.9,1,0.5,0.075
6,0.9,1,0.6,0.09
6,0.9,1,0.7,0.105
6,0.9,1,0.8,0.12
6,0.9,1,0.9,0.135
6,0.9,1,1,0.15
6,1,0,0,0
6,1,0,0.1,0
6,1,0,0.2,0
6,1,0,0.3,0
6,1,0,0.4,0
6,1,0,0.5,0
6,1,0,0.6,0
6,1,0,0.7,0
6,1,0,0.8,0
6,1,0,0.9,0
6,1,0,1,0
6,1,0.1,0,0
6,1,0.1,0.1,0.001666667
6,1,0.1,0.2,0.003333333
6,1,0.1,0.3,0.005
6,1,0.1,0.4,0.006666667
6,1,0.1,0.5,0.008333333
6,1,0.1,0.6,0.01
6,1,0.1,0.7,0.011666667
6,1,0.1,0.8,0.013333333
6,1,0.1,0.9,0.015
6,1,0.1,1,0.016666667
6,1,0.2,0,0
6,1,0.2,0.1,0.003333333
6,1,0.2,0.2,0.006666667
6,1,0.2,0.3,0.01
6,1,0.2,0.4,0.013333333
6,1,0.2,0.5,0.016666667
6,1,0.2,0.6,0.02
6,1,0.2,0.7,0.023333333
6,1,0.2,0.8,0.026666667
6,1,0.2,0.9,0.03
6,1,0.2,1,0.033333333
6,1,0.3,0,0
6,1,0.3,0.1,0.005
6,1,0.3,0.2,0.01
6,1,0.3,0.3,0.015
6,1,0.3,0.4,0.02
6,1,0.3,0.5,0.025
6,1,0.3,0.6,0.03
6,1,0.3,0.7,0.035
6,1,0.3,0.8,0.04
6,1,0.3,0.9,0.045
6,1,0.3,1,0.05
6,1,0.4,0,0
6,1,0.4,0.1,0.006666667
6,1,0.4,0.2,0.013333333
6,1,0.4,0.3,0.02
6,1,0.4,0.4,0.026666667
6,1,0.4,0.5,0.033333333
6,1,0.4,0.6,0.04
6,1,0.4,0.7,0.046666667
6,1,0.4,0.8,0.053333333
6,1,0.4,0.9,0.06
6,1,0.4,1,0.066666667
6,1,0.5,0,0
6,1,0.5,0.1,0.008333333
6,1,0.5,0.2,0.016666667
6,1,0.5,0.3,0.025
6,1,0.5,0.4,0.033333333
6,1,0.5,0.5,0.041666667
6,1,0.5,0.6,0.05
6,1,0.5,0.7,0.058333333
6,1,0.5,0.8,0.066666667
6,1,0.5,0.9,0.075
6,1,0.5,1,0.083333333
6,1,0.6,0,0
6,1,0.6,0.1,0.01
6,1,0.6,0.2,0.02
6,1,0.6,0.3,0.03
6,1,0.6,0.4,0.04
6,1,0.6,0.5,0.05
6,1,0.6,0.6,0.06
6,1,0.6,0.7,0.07
6,1,0.6,0.8,0.08
6,1,0.6,0.9,0.09
6,1,0.6,1,0.1
6,1,0.7,0,0
6,1,0.7,0.1,0.011666667
6,1,0.7,0.2,0.023333333
6,1,0.7,0.3,0.035
6,1,0.7,0.4,0.046666667
6,1,0.7,0.5,0.058333333
6,1,0.7,0.6,0.07
6,1,0.7,0.7,0.081666667
6,1,0.7,0.8,0.093333333
6,1,0.7,0.9,0.105
6,1,0.7,1,0.116666667
6,1,0.8,0,0
6,1,0.8,0.1,0.013333333
6,1,0.8,0.2,0.026666667
6,1,0.8,0.3,0.04
6,1,0.8,0.4,0.053333333
6,1,0.8,0.5,0.066666667
6,1,0.8,0.6,0.08
6,1,0.8,0.7,0.093333333
6,1,0.8,0.8,0.106666667
6,1,0.8,0.9,0.12
6,1,0.8,1,0.133333333
6,1,0.9,0,0
6,1,0.9,0.1,0.015
6,1,0.9,0.2,0.03
6,1,0.9,0.3,0.045
6,1,0.9,0.4,0.06
6,1,0.9,0.5,0.075
6,1,0.9,0.6,0.09
6,1,0.9,0.7,0.105
6,1,0.9,0.8,0.12
6,1,0.9,0.9,0.135
6,1,0.9,1,0.15
6,1,1,0,0
6,1,1,0.1,0.016666667
6,1,1,0.2,0.033333333
6,1,1,0.3,0.05
6,1,1,0.4,0.066666667
6,1,1,0.5,0.083333333
6,1,1,0.6,0.1
6,1,1,0.7,0.116666667
6,1,1,0.8,0.133333333
6,1,1,0.9,0.15
6,1,1,1,0.166666667
7,0,0,0,0
7,0,0,0.1,0
7,0,0,0.2,0
7,0,0,0.3,0
7,0,0,0.4,0
7,0,0,0.5,0
7,0,0,0.6,0
7,0,0,0.7,0
7,0,0,0.8,0
7,0,0,0.9,0
7,0,0,1,0
7,0,0.1,0,0
7,0,0.1,0.1,0
7,0,0.1,0.2,0
7,0,0.1,0.3,0
7,0,0.1,0.4,0
7,0,0.1,0.5,0
7,0,0.1,0.6,0
7,0,0.1,0.7,0
7,0,0.1,0.8,0
7,0,0.1,0.9,0
7,0,0.1,1,0
7,0,0.2,0,0
7,0,0.2,0.1,0
7,0,0.2,0.2,0
7,0,0.2,0.3,0
7,0,0.2,0.4,0
7,0,0.2,0.5,0
7,0,0.2,0.6,0
7,0,0.2,0.7,0
7,0,0.2,0.8,0
7,0,0.2,0.9,0
7,0,0.2,1,0
7,0,0.3,0,0
7,0,0.3,0.1,0
7,0,0.3,0.2,0
7,0,0.3,0.3,0
7,0,0.3,0.4,0
7,0,0.3,0.5,0
7,0,0.3,0.6,0
7,0,0.3,0.7,0
7,0,0.3,0.8,0
7,0,0.3,0.9,0
7,0,0.3,1,0
7,0,0.4,0,0
7,0,0.4,0.1,0
7,0,0.4,0.2,0
7,0,0.4,0.3,0
7,0,0.4,0.4,0
7,0,0.4,0.5,0
7,0,0.4,0.6,0
7,0,0.4,0.7,0
7,0,0.4,0.8,0
7,0,0.4,0.9,0
7,0,0.4,1,0
7,0,0.5,0,0
7,0,0.5,0.1,0
7,0,0.5,0.2,0
7,0,0.5,0.3,0
7,0,0.5,0.4,0
7,0,0.5,0.5,0
7,0,0.5,0.6,0
7,0,0.5,0.7,0
7,0,0.5,0.8,0
7,0,0.5,0.9,0
7,0,0.5,1,0
7,0,0.6,0,0
7,0,0.6,0.1,0
7,0,0.6,0.2,0
7,0,0.6,0.3,0
7,0,0.6,0.4,0
7,0,0.6,0.5,0
7,0,0.6,0.6,0
7,0,0.6,0.7,0
7,0,0.6,0.8,0
7,0,0.6,0.9,0
7,0,0.6,1,0
7,0,0.7,0,0
7,0,0.7,0.1,0
7,0,0.7,0.2,0
7,0,0.7,0.3,0
7,0,0.7,0.4,0
7,0,0.7,0.5,0
7,0,0.7,0.6,0
7,0,0.7,0.7,0
7,0,0.7,0.8,0
7,0,0.7,0.9,0
7,0,0.7,1,0
7,0,0.8,0,0
7,0,0.8,0.1,0
7,0,0.8,0.2,0
7,0,0.8,0.3,0
7,0,0.8,0.4,0
7,0,0.8,0.5,0
7,0,0.8,0.6,0
7,0,0.8,0.7,0
7,0,0.8,0.8,0
7,0,0.8,0.9,0
7,0,0.8,1,0
7,0,0.9,0,0
7,0,0.9,0.1,0
7,0,0.9,0.2,0
7,0,0.9,0.3,0
7,0,0.9,0.4,0
7,0,0.9,0.5,0
7,0,0.9,0.6,0
7,0,0.9,0.7,0
7,0,0.9,0.8,0
7,0,0.9,0.9,0
7,0,0.9,1,0
7,0,1,0,0
7,0,1,0.1,0
7,0,1,0.2,0
7,0,1,0.3,0
7,0,1,0.4,0
7,0,1,0.5,0
7,0,1,0.6,0
7,0,1,0.7,0
7,0,1,0.8,0
7,0,1,0.9,0
7,0,1,1,0
7,0.1,0,0,0
7,0.1,0,0.1,0
7,0.1,0,0.2,0
7,0.1,0,0.3,0
7,0.1,0,0.4,0
7,0.1,0,0.5,0
7,0.1,0,0.6,0
7,0.1,0,0.7,0
7,0.1,0,0.8,0
7,0.1,0,0.9,0
7,0.1,0,1,0
7,0.1,0.1,0,0
7,0.1,0.1,0.1,0.000142857
7,0.1,0.1,0.2,0.000285714
7,0.1,0.1,0.3,0.000428571
7,0.1,0.1,0.4,0.000571429
7,0.1,0.1,0.5,0.000714286
7,0.1,0.1,0.6,0.000857143
7,0.1,0.1,0.7,0.001
7,0.1,0.1,0.8,0.001142857
7,0.1,0.1,0.9,0.001285714
7,0.1,0.1,1,0.001428571
7,0.1,0.2,0,0
7,0.1,0.2,0.1,0.000285714
7,0.1,0.2,0.2,0.000571429
7,0.1,0.2,0.3,0.000857143
7,0.1,0.2,0.4,0.001142857
7,0.1,0.2,0.5,0.001428571
7,0.1,0.2,0.6,0.001714286
7,0.1,0.2,0.7,0.002
7,0.1,0.2,0.8,0.002285714
7,0.1,0.2,0.9,0.002571429
7,0.1,0.2,1,0.002857143
7,0.1,0.3,0,0
7,0.1,0.3,0.1,0.000428571
7,0.1,0.3,0.2,0.000857143
7,0.1,0.3,0.3,0.001285714
7,0.1,0.3,0.4,0.001714286
7,0.1,0.3,0.5,0.002142857
7,0.1,0.3,0.6,0.002571429
7,0.1,0.3,0.7,0.003
7,0.1,0.3,0.8,0.003428571
7,0.1,0.3,0.9,0.003857143
7,0.1,0.3,1,0.004285714
7,0.1,0.4,0,0
7,0.1,0.4,0.1,0.000571429
7,0.1,0.4,0.2,0.001142857
7,0.1,0.4,0.3,0.001714286
7,0.1,0.4,0.4,0.002285714
7,0.1,0.4,0.5,0.002857143
7,0.1,0.4,0.6,0.003428571
7,0.1,0.4,0.7,0.004
7,0.1,0.4,0.8,0.004571429
7,0.1,0.4,0.9,0.005142857
7,0.1,0.4,1,0.005714286
7,0.1,0.5,0,0
7,0.1,0.5,0.1,0.000714286
7,0.1,0.5,0.2,0.001428571
7,0.1,0.5,0.3,0.002142857
7,0.1,0.5,0.4,0.002857143
7,0.1,0.5,0.5,0.003571429
7,0.1,0.5,0.6,0.004285714
7,0.1,0.5,0.7,0.005
7,0.1,0.5,0.8,0.005714286
7,0.1,0.5,0.9,0.006428571
7,0.1,0.5,1,0.007142857
7,0.1,0.6,0,0
7,0.1,0.6,0.1,0.000857143
7,0.1,0.6,0.2,0.001714286
7,0.1,0.6,0.3,0.002571429
7,0.1,0.6,0.4,0.003428571
7,0.1,0.6,0.5,0.004285714
7,0.1,0.6,0.6,0.005142857
7,0.1,0.6,0.7,0.006
7,0.1,0.6,0.8,0.006857143
7,0.1,0.6,0.9,0.007714286
7,0.1,0.6,1,0.008571429
7,0.1,0.7,0,0
7,0.1,0.7,0.1,0.001
7,0.1,0.7,0.2,0.002
7,0.1,0.7,0.3,0.003
7,0.1,0.7,0.4,0.004
7,0.1,0.7,0.5,0.005
7,0.1,0.7,0.6,0.006
7,0.1,0.7,0.7,0.007
7,0.1,0.7,0.8,0.008
7,0.1,0.7,0.9,0.009
7,0.1,0.7,1,0.01
7,0.1,0.8,0,0
7,0.1,0.8,0.1,0.001142857
7,0.1,0.8,0.2,0.002285714
7,0.1,0.8,0.3,0.003428571
7,0.1,0.8,0.4,0.004571429
7,0.1,0.8,0.5,0.005714286
7,0.1,0.8,0.6,0.006857143
7,0.1,0.8,0.7,0.008
7,0.1,0.8,0.8,0.009142857
7,0.1,0.8,0.9,0.010285714
7,0.1,0.8,1,0.011428571
7,0.1,0.9,0,0
7,0.1,0.9,0.1,0.001285714
7,0.1,0.9,0.2,0.002571429
7,0.1,0.9,0.3,0.003857143
7,0.1,0.9,0.4,0.005142857
7,0.1,0.9,0.5,0.006428571
7,0.1,0.9,0.6,0.007714286
7,0.1,0.9,0.7,0.009
7,0.1,0.9,0.8,0.010285714
7,0.1,0.9,0.9,0.011571429
7,0.1,0.9,1,0.012857143
7,0.1,1,0,0
7,0.1,1,0.1,0.001428571
7,0.1,1,0.2,0.002857143
7,0.1,1,0.3,0.004285714
7,0.1,1,0.4,0.005714286
7,0.1,1,0.5,0.007142857
7,0.1,1,0.6,0.008571429
7,0.1,1,0.7,0.01
7,0.1,1,0.8,0.011428571
7,0.1,1,0.9,0.012857143
7,0.1,1,1,0.014285714
7,0.2,0,0,0
7,0.2,0,0.1,0
7,0.2,0,0.2,0
7,0.2,0,0.3,0
7,0.2,0,0.4,0
7,0.2,0,0.5,0
7,0.2,0,0.6,0
7,0.2,0,0.7,0
7,0.2,0,0.8,0
7,0.2,0,0.9,0
7,0.2,0,1,0
7,0.2,0.1,0,0
7,0.2,0.1,0.1,0.000285714
7,0.2,0.1,0.2,0.000571429
7,0.2,0.1,0.3,0.000857143
7,0.2,0.1,0.4,0.001142857
7,0.2,0.1,0.5,0.001428571
7,0.2,0.1,0.6,0.001714286
7,0.2,0.1,0.7,0.002
7,0.2,0.1,0.8,0.002285714
7,0.2,0.1,0.9,0.002571429
7,0.2,0.1,1,0.002857143
7,0.2,0.2,0,0
7,0.2,0.2,0.1,0.000571429
7,0.2,0.2,0.2,0.001142857
7,0.2,0.2,0.3,0.001714286
7,0.2,0.2,0.4,0.002285714
7,0.2,0.2,0.5,0.002857143
7,0.2,0.2,0.6,0.003428571
7,0.2,0.2,0.7,0.004
7,0.2,0.2,0.8,0.004571429
7,0.2,0.2,0.9,0.005142857
7,0.2,0.2,1,0.005714286
7,0.2,0.3,0,0
7,0.2,0.3,0.1,0.000857143
7,0.2,0.3,0.2,0.001714286
7,0.2,0.3,0.3,0.002571429
7,0.2,0.3,0.4,0.003428571
7,0.2,0.3,0.5,0.004285714
7,0.2,0.3,0.6,0.005142857
7,0.2,0.3,0.7,0.006
7,0.2,0.3,0.8,0.006857143
7,0.2,0.3,0.9,0.007714286
7,0.2,0.3,1,0.008571429
7,0.2,0.4,0,0
7,0.2,0.4,0.1,0.001142857
7,0.2,0.4,0.2,0.002285714
7,0.2,0.4,0.3,0.003428571
7,0.2,0.4,0.4,0.004571429
7,0.2,0.4,0.5,0.005714286
7,0.2,0.4,0.6,0.006857143
7,0.2,0.4,0.7,0.008
7,0.2,0.4,0.8,0.009142857
7,0.2,0.4,0.9,0.010285714
7,0.2,0.4,1,0.011428571
7,0.2,0.5,0,0
7,0.2,0.5,0.1,0.001428571
7,0.2,0.5,0.2,0.002857143
7,0.2,0.5,0.3,0.004285714
7,0.2,0.5,0.4,0.005714286
7,0.2,0.5,0.5,0.007142857
7,0.2,0.5,0.6,0.008571429
7,0.2,0.5,0.7,0.01
7,0.2,0.5,0.8,0.011428571
7,0.2,0.5,0.9,0.012857143
7,0.2,0.5,1,0.014285714
7,0.2,0.6,0,0
7,0.2,0.6,0.1,0.001714286
7,0.2,0.6,0.2,0.003428571
7,0.2,0.6,0.3,0.005142857
7,0.2,0.6,0.4,0.006857143
7,0.2,0.6,0.5,0.008571429
7,0.2,0.6,0.6,0.010285714
7,0.2,0.6,0.7,0.012
7,0.2,0.6,0.8,0.013714286
7,0.2,0.6,0.9,0.015428571
7,0.2,0.6,1,0.017142857
7,0.2,0.7,0,0
7,0.2,0.7,0.1,0.002
7,0.2,0.7,0.2,0.004
7,0.2,0.7,0.3,0.006
7,0.2,0.7,0.4,0.008
7,0.2,0.7,0.5,0.01
7,0.2,0.7,0.6,0.012
7,0.2,0.7,0.7,0.014
7,0.2,0.7,0.8,0.016
7,0.2,0.7,0.9,0.018
7,0.2,0.7,1,0.02
7,0.2,0.8,0,0
7,0.2,0.8,0.1,0.002285714
